Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year
Cayman Islands,CYM,GDP per capita (current LCU),NY.GDP.PCAP.CN,67601.0570824524,2017.0
Central African Republic,CAF,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-12.0407467054619,2017.0
Central African Republic,CAF,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1484502400.49942,2017.0
Central African Republic,CAF,GDP per capita (current LCU),NY.GDP.PCAP.CN,264366.766765737,2018.0
Chad,TCD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-12.4972738276049,2017.0
Chad,TCD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,7631261127.73843,2017.0
Chad,TCD,GDP per capita (current LCU),NY.GDP.PCAP.CN,404753.30039874703,2018.0
Channel Islands,CHI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Channel Islands,CHI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Channel Islands,CHI,GDP per capita (current LCU),NY.GDP.PCAP.CN,37216.4308440467,2007.0
Chile,CHL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.115271146920094,2017.0
Chile,CHL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,209700519908.97,2017.0
Chile,CHL,GDP per capita (current LCU),NY.GDP.PCAP.CN,10211280.7445214,2018.0
China,CHN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.37042967373074,2017.0
China,CHN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,9105743379895.28,2017.0
China,CHN,GDP per capita (current LCU),NY.GDP.PCAP.CN,64643.5059200276,2018.0
Colombia,COL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.07795649873248,2017.0
Colombia,COL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,255603066979.244,2017.0
Colombia,COL,GDP per capita (current LCU),NY.GDP.PCAP.CN,19708015.6418221,2018.0
Comoros,COM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.04777469338225,2017.0
Comoros,COM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1004866701.34254,2017.0
Comoros,COM,GDP per capita (current LCU),NY.GDP.PCAP.CN,589865.460723134,2018.0
"Congo, Dem. Rep.",COD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,24.8064033747291,2017.0
"Congo, Dem. Rep.",COD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,28245843846.8747,2017.0
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,911496.68019225,2018.0
"Congo, Rep.",COG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-19.5055042091161,2017.0
"Congo, Rep.",COG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3500681832.28129,2017.0
"Congo, Rep.",COG,GDP per capita (current LCU),NY.GDP.PCAP.CN,1192656.38171881,2018.0
Costa Rica,CRI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.01063187182795,2017.0
Costa Rica,CRI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,51117088611.7192,2017.0
Costa Rica,CRI,GDP per capita (current LCU),NY.GDP.PCAP.CN,6939459.36171664,2018.0
Cote d'Ivoire,CIV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-8.08586367399867,2016.0
Cote d'Ivoire,CIV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,33406005292.4225,2016.0
Cote d'Ivoire,CIV,GDP per capita (current LCU),NY.GDP.PCAP.CN,953351.297720405,2018.0
Croatia,HRV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.65095706633498,2017.0
Croatia,HRV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,44450761959.3438,2017.0
Croatia,HRV,GDP per capita (current LCU),NY.GDP.PCAP.CN,93617.96351543009,2018.0
Cuba,CUB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.60799287315066,2015.0
Cuba,CUB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,74991655808.1385,2015.0
Cuba,CUB,GDP per capita (current LCU),NY.GDP.PCAP.CN,8821.81889125004,2018.0
Curacao,CUW,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Curacao,CUW,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Curacao,CUW,GDP per capita (current LCU),NY.GDP.PCAP.CN,35026.5274588389,2018.0
Cyprus,CYP,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.58577901154051,2017.0
Cyprus,CYP,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,18460263311.0658,2017.0
Cyprus,CYP,GDP per capita (current LCU),NY.GDP.PCAP.CN,24294.4367566673,2018.0
Czech Republic,CZE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.1590025626971,2017.0
Czech Republic,CZE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,158942932886.18802,2017.0
Czech Republic,CZE,GDP per capita (current LCU),NY.GDP.PCAP.CN,501495.47864869103,2018.0
Denmark,DNK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.54699173457095,2017.0
Denmark,DNK,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,278259191793.81104,2017.0
Denmark,DNK,GDP per capita (current LCU),NY.GDP.PCAP.CN,387404.059477225,2018.0
Djibouti,DJI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,14.3693905851,2017.0
Djibouti,DJI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1384524738.22481,2017.0
Djibouti,DJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,547829.559504443,2018.0
Dominica,DMA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Dominica,DMA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,380891737.55896,2017.0
Dominica,DMA,GDP per capita (current LCU),NY.GDP.PCAP.CN,20766.6317626527,2018.0
Dominican Republic,DOM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.3721193040854303,2017.0
Dominican Republic,DOM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,67889783102.0217,2017.0
Dominican Republic,DOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,398586.71310255706,2018.0
Ecuador,ECU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.11515787515286,2017.0
Ecuador,ECU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,84284354261.4574,2017.0
Ecuador,ECU,GDP per capita (current LCU),NY.GDP.PCAP.CN,6344.87197850057,2018.0
"Egypt, Arab Rep.",EGY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-1.28229699710619,2017.0
"Egypt, Arab Rep.",EGY,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,208956126325.018,2017.0
"Egypt, Arab Rep.",EGY,GDP per capita (current LCU),NY.GDP.PCAP.CN,45084.717744764406,2018.0
El Salvador,SLV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.630321447725478,2017.0
El Salvador,SLV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,20702091937.1485,2017.0
El Salvador,SLV,GDP per capita (current LCU),NY.GDP.PCAP.CN,4058.2524392811797,2018.0
Equatorial Guinea,GNQ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-2.4157206750662796,2017.0
Equatorial Guinea,GNQ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,5914982754.45909,2017.0
Equatorial Guinea,GNQ,GDP per capita (current LCU),NY.GDP.PCAP.CN,5702813.04303982,2018.0
Eritrea,ERI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-19.3351621910148,2011.0
Eritrea,ERI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1948236576.57929,2011.0
Eritrea,ERI,GDP per capita (current LCU),NY.GDP.PCAP.CN,12474.9064397574,2011.0
Estonia,EST,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.982466637115119,2017.0
Estonia,EST,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,21923747324.1418,2017.0
Estonia,EST,GDP per capita (current LCU),NY.GDP.PCAP.CN,19710.9314671084,2018.0
Eswatini,SWZ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.18562924297584998,2017.0
Eswatini,SWZ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3741379218.59842,2017.0
Eswatini,SWZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,54896.4286154353,2018.0
Ethiopia,ETH,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,7.977093929156379,2017.0
Ethiopia,ETH,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,59545264584.1675,2017.0
Ethiopia,ETH,GDP per capita (current LCU),NY.GDP.PCAP.CN,20163.7161107696,2018.0
Faroe Islands,FRO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Faroe Islands,FRO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Faroe Islands,FRO,GDP per capita (current LCU),NY.GDP.PCAP.CN,387080.755622685,2017.0
Fiji,FJI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Fiji,FJI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,4213790202.42212,2017.0
Fiji,FJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,13081.668930726999,2018.0
Finland,FIN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.8955769853404396,2017.0
Finland,FIN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,208368616478.76602,2017.0
Finland,FIN,GDP per capita (current LCU),NY.GDP.PCAP.CN,42488.3790469459,2018.0
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.38312728051442,2017.0
France,FRA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2184601608544.74,2017.0
France,FRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,35127.4341126797,2018.0
French Polynesia,PYF,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
French Polynesia,PYF,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
French Polynesia,PYF,GDP per capita (current LCU),NY.GDP.PCAP.CN,1854075.40194278,2000.0
Gabon,GAB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.58225860812631,2017.0
Gabon,GAB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,10341546143.5841,2017.0
Gabon,GAB,GDP per capita (current LCU),NY.GDP.PCAP.CN,4419481.07197037,2018.0
"Gambia, The",GMB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,8.52700061326621,2017.0
"Gambia, The",GMB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1066613547.81874,2017.0
"Gambia, The",GMB,GDP per capita (current LCU),NY.GDP.PCAP.CN,34482.0361983806,2018.0
Georgia,GEO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.9978880232069498,2017.0
Georgia,GEO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,12682827048.4305,2017.0
Georgia,GEO,GDP per capita (current LCU),NY.GDP.PCAP.CN,11953.712141517,2018.0
Germany,DEU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.58550360819771,2017.0
Germany,DEU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3123730732883.42,2017.0
Germany,DEU,GDP per capita (current LCU),NY.GDP.PCAP.CN,40328.6362342469,2018.0
Ghana,GHA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.7022241206393011,2017.0
Ghana,GHA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,37112618582.1576,2017.0
Ghana,GHA,GDP per capita (current LCU),NY.GDP.PCAP.CN,10098.261967538101,2018.0
Gibraltar,GIB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Gibraltar,GIB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Gibraltar,GIB,GDP per capita (current LCU),NY.GDP.PCAP.CN,NaN,1960.0
Greece,GRC,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.12805766416086,2017.0
Greece,GRC,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,169711696404.817,2017.0
Greece,GRC,GDP per capita (current LCU),NY.GDP.PCAP.CN,17218.4306225733,2018.0
Greenland,GRL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Greenland,GRL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Greenland,GRL,GDP per capita (current LCU),NY.GDP.PCAP.CN,343950.022311468,2018.0
Grenada,GRD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Grenada,GRD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Grenada,GRD,GDP per capita (current LCU),NY.GDP.PCAP.CN,28729.3412528936,2018.0
Guam,GUM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Guam,GUM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Guam,GUM,GDP per capita (current LCU),NY.GDP.PCAP.CN,35712.5621350321,2018.0
Guatemala,GTM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.87091539225757,2017.0
Guatemala,GTM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,64027189441.4327,2017.0
Guatemala,GTM,GDP per capita (current LCU),NY.GDP.PCAP.CN,34204.916601861296,2018.0
Guinea,GIN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,17.2842363566375,2017.0
Guinea,GIN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,8314136884.025259,2017.0
Guinea,GIN,GDP per capita (current LCU),NY.GDP.PCAP.CN,7917179.02306836,2018.0
Guinea-Bissau,GNB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,11.729775308342099,2017.0
Guinea-Bissau,GNB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1118926319.8478699,2017.0
Guinea-Bissau,GNB,GDP per capita (current LCU),NY.GDP.PCAP.CN,432331.73341027,2018.0
Guyana,GUY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.65416245374041,2017.0
Guyana,GUY,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3010529993.07461,2017.0
Guyana,GUY,GDP per capita (current LCU),NY.GDP.PCAP.CN,1034221.90386699,2018.0
Haiti,HTI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-3.9487617498869105,2017.0
Haiti,HTI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,7887356907.227321,2017.0
Haiti,HTI,GDP per capita (current LCU),NY.GDP.PCAP.CN,56802.9408821725,2018.0
Honduras,HND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.264619874274691,2017.0
Honduras,HND,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,19761207597.4825,2017.0
Honduras,HND,GDP per capita (current LCU),NY.GDP.PCAP.CN,59759.4560930343,2018.0
"Hong Kong SAR, China",HKG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
"Hong Kong SAR, China",HKG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,26987697429.032,1980.0
"Hong Kong SAR, China",HKG,GDP per capita (current LCU),NY.GDP.PCAP.CN,381543.81962152704,2018.0
Hungary,HUN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.01141018619498,2017.0
Hungary,HUN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,111080967567.41699,2017.0
Hungary,HUN,GDP per capita (current LCU),NY.GDP.PCAP.CN,4367155.69029311,2018.0
Iceland,ISL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,7.72660824720192,2017.0
Iceland,ISL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,20473341011.3367,2017.0
Iceland,ISL,GDP per capita (current LCU),NY.GDP.PCAP.CN,7926610.80104024,2018.0
India,IND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.1369645198414,2017.0
India,IND,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2246937866469.35,2017.0
India,IND,GDP per capita (current LCU),NY.GDP.PCAP.CN,140543.55063903198,2018.0
Indonesia,IDN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.03870595271505,2017.0
Indonesia,IDN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,776603323222.244,2017.0
Indonesia,IDN,GDP per capita (current LCU),NY.GDP.PCAP.CN,55432889.0683182,2018.0
"Iran, Islamic Rep.",IRN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.22535605601217,2017.0
"Iran, Islamic Rep.",IRN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,341892669488.163,2017.0
"Iran, Islamic Rep.",IRN,GDP per capita (current LCU),NY.GDP.PCAP.CN,189857194.424505,2017.0
Iraq,IRQ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Iraq,IRQ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,148096092584.701,2017.0
Iraq,IRQ,GDP per capita (current LCU),NY.GDP.PCAP.CN,6895984.46111905,2018.0
Ireland,IRL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.374324486294242,2017.0
Ireland,IRL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,182624418270.198,2017.0
Ireland,IRL,GDP per capita (current LCU),NY.GDP.PCAP.CN,66763.735143214,2018.0
Isle of Man,IMN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Isle of Man,IMN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Isle of Man,IMN,GDP per capita (current LCU),NY.GDP.PCAP.CN,62928.58680829679,2017.0
Israel,ISR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.49736171488473,2017.0
Israel,ISR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,304526022391.726,2017.0
Israel,ISR,GDP per capita (current LCU),NY.GDP.PCAP.CN,149780.237409667,2018.0
Italy,ITA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.44427036638123,2017.0
Italy,ITA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1606484388105.07,2017.0
Italy,ITA,GDP per capita (current LCU),NY.GDP.PCAP.CN,29213.700460405602,2018.0
Jamaica,JAM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.987177368187147,2017.0
Jamaica,JAM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,12964997984.5843,2017.0
Jamaica,JAM,GDP per capita (current LCU),NY.GDP.PCAP.CN,690008.535345017,2018.0
Japan,JPN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.20747696395908,2017.0
Japan,JPN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3943982707337.82,2017.0
Japan,JPN,GDP per capita (current LCU),NY.GDP.PCAP.CN,4338522.12653058,2018.0
Jordan,JOR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.6294524120411,2017.0
Jordan,JOR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,36288627908.6334,2017.0
Jordan,JOR,GDP per capita (current LCU),NY.GDP.PCAP.CN,3011.67003531836,2018.0
Kazakhstan,KAZ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.35771731165062,2017.0
Kazakhstan,KAZ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,115039396462.767,2017.0
Kazakhstan,KAZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,3382460.52485216,2018.0
Kenya,KEN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.87871059761586,2017.0
Kenya,KEN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,66332214919.2346,2017.0
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,173272.278111362,2018.0
Kiribati,KIR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Kiribati,KIR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,346733795.184538,2017.0
Kiribati,KIR,GDP per capita (current LCU),NY.GDP.PCAP.CN,2175.2829162602397,2018.0
"Korea, Dem. People’s Rep.",PRK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
"Korea, Dem. People’s Rep.",PRK,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current LCU),NY.GDP.PCAP.CN,NaN,1960.0
"Korea, Rep.",KOR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.15691682513068,2017.0
"Korea, Rep.",KOR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1236625556792.74,2017.0
"Korea, Rep.",KOR,GDP per capita (current LCU),NY.GDP.PCAP.CN,34516511.3541802,2018.0
Kosovo,XKX,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Kosovo,XKX,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Kosovo,XKX,GDP per capita (current LCU),NY.GDP.PCAP.CN,3644.88863599415,2018.0
Kuwait,KWT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,9.11945756123673,2017.0
Kuwait,KWT,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,116157524244.17801,2017.0
Kuwait,KWT,GDP per capita (current LCU),NY.GDP.PCAP.CN,10266.3107831685,2018.0
Kyrgyz Republic,KGZ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,8.30040069355096,2017.0
Kyrgyz Republic,KGZ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,6018099445.84197,2017.0
Kyrgyz Republic,KGZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,88209.4588175686,2018.0
Lao PDR,LAO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,14.119450912424801,2016.0
Lao PDR,LAO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,12401984306.1392,2017.0
Lao PDR,LAO,GDP per capita (current LCU),NY.GDP.PCAP.CN,21583778.0802313,2018.0
Latvia,LVA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.336845754997469,2017.0
Latvia,LVA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,23999984102.7294,2017.0
Latvia,LVA,GDP per capita (current LCU),NY.GDP.PCAP.CN,15131.2714698148,2018.0
Lebanon,LBN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.2014556189702401,2017.0
Lebanon,LBN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,43039011489.3273,2017.0
Lebanon,LBN,GDP per capita (current LCU),NY.GDP.PCAP.CN,12466704.9208452,2018.0
Lesotho,LSO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-4.0041710382607505,2017.0
Lesotho,LSO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2397283572.38379,2017.0
Lesotho,LSO,GDP per capita (current LCU),NY.GDP.PCAP.CN,17215.680353351498,2018.0
Liberia,LBR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-1.61593308680321,2017.0
Liberia,LBR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1588948937.4327,2017.0
Liberia,LBR,GDP per capita (current LCU),NY.GDP.PCAP.CN,677.322178545364,2018.0
Libya,LBY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Libya,LBY,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,32830544681.4055,2017.0
Libya,LBY,GDP per capita (current LCU),NY.GDP.PCAP.CN,9884.92661674278,2018.0
Liechtenstein,LIE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Liechtenstein,LIE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Liechtenstein,LIE,GDP per capita (current LCU),NY.GDP.PCAP.CN,162618.83265176098,2016.0
Lithuania,LTU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-13.044514927662402,2009.0
Lithuania,LTU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,32585365721.9379,2009.0
Lithuania,LTU,GDP per capita (current LCU),NY.GDP.PCAP.CN,16226.5070533311,2018.0
Luxembourg,LUX,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.89006815684156,2017.0
Luxembourg,LUX,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,36309661524.8918,2017.0
Luxembourg,LUX,GDP per capita (current LCU),NY.GDP.PCAP.CN,98815.7234815575,2018.0
"Macao SAR, China",MAC,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
"Macao SAR, China",MAC,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
"Macao SAR, China",MAC,GDP per capita (current LCU),NY.GDP.PCAP.CN,703990.9061548109,2018.0
Madagascar,MDG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.76355813513875,2017.0
Madagascar,MDG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,10358130123.0682,2017.0
Madagascar,MDG,GDP per capita (current LCU),NY.GDP.PCAP.CN,1758733.43618519,2018.0
Malawi,MWI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,17.8746313376444,2017.0
Malawi,MWI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,4292768729.2750797,2017.0
Malawi,MWI,GDP per capita (current LCU),NY.GDP.PCAP.CN,285168.83513294,2018.0
Malaysia,MYS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.90428990244651,2017.0
Malaysia,MYS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,242745259026.643,2017.0
Malaysia,MYS,GDP per capita (current LCU),NY.GDP.PCAP.CN,45892.1324886607,2018.0
Maldives,MDV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Maldives,MDV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3784477350.0720296,2017.0
Maldives,MDV,GDP per capita (current LCU),NY.GDP.PCAP.CN,158996.438793398,2018.0
Mali,MLI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.7453241680270395,2017.0
Mali,MLI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,11713359949.2058,2017.0
Mali,MLI,GDP per capita (current LCU),NY.GDP.PCAP.CN,499957.024875653,2018.0
Malta,MLT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Malta,MLT,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Malta,MLT,GDP per capita (current LCU),NY.GDP.PCAP.CN,25487.226306905897,2018.0
Marshall Islands,MHL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
