GEO,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
DE215,MIO_EUR	2 441.68	2 555.31	2 637.41	2 680.6	2 800.88	2 946.02	3 124.08	3 257.77	3 410.41	:
DE216,MIO_EUR	2 775.29	2 898.99	3 052.32	3 102.96	3 233.51	3 411.66	3 525.89	3 503.4	3 648.49	:
DE217,MIO_EUR	2 796.59	2 983.45	3 228.17	3 379.69	3 488.79	3 716.71	3 876.01	4 128.17	4 310.98	:
DE218,MIO_EUR	3 283.06	3 279.07	3 561.15	3 495.45	3 617.68	3 931.03	4 104.43	4 271.86	4 506.18	:
DE219,MIO_EUR	2 751.71	3 064.85	3 244.45	3 267.37	3 478.74	3 688.64	3 959.16	4 150.19	4 418.6	:
DE21A,MIO_EUR	2 755.02	2 966.83	3 118.98	3 435.04	3 587.24	3 721.48	3 851.81	4 124.79	4 329.92	:
DE21B,MIO_EUR	6 492.53	6 818.26	6 999.55	6 970.07	7 170.15	7 278.34	7 665.76	7 861.75	8 072.75	:
DE21C,MIO_EUR	3 877.28	4 114.81	4 329.35	4 474.4	4 660.35	5 079.54	5 207.48	5 393.26	5 539.26	:
DE21D,MIO_EUR	1 942.48	2 093.38	2 025.34	2 126.6	2 181.06	2 275.39	2 429.53	2 467.44	2 569.36	:
DE21E,MIO_EUR	2 728.91	2 934.24	3 016.69	3 156.8	3 281.35	3 421.61	3 582.09	3 794.33	3 886.24	:
DE21F,MIO_EUR	2 432.74	2 479.14	2 637.73	2 765.06	2 793.85	3 006.48	3 164.12	3 290.6	3 386.34	:
DE21G,MIO_EUR	2 721.06	2 962.15	3 115.68	3 109.39	3 217.69	3 360.83	3 387.09	3 599.46	3 805.78	:
DE21H,MIO_EUR	28 432.36	27 883.42	31 199.27	31 593.96	30 878.96	31 015.36	33 293.88	35 705.05	37 528.47	:
DE21I,MIO_EUR	2 583.31	2 795.85	2 817.82	2 907.79	2 841.08	2 927	3 036.34	3 237.47	3 446.41	:
DE21J,MIO_EUR	2 851.31	4 282.2	4 307.91	4 039.94	4 149.53	4 196.66	4 677.58	4 934.19	5 601.52	:
DE21K,MIO_EUR	5 832.43	6 038.81	6 568.06	6 811.52	6 950.96	7 403.89	7 657.73	7 841.33	8 158.46	:
DE21L,MIO_EUR	4 679.33	4 581.01	4 954.2	4 785.67	4 917.3	5 087.43	5 258.85	5 636.1	6 198.98	:
DE21M,MIO_EUR	4 764.75	5 112.59	5 644.02	5 679.35	5 864.32	6 230.56	6 352.99	6 739.51	7 056.65	:
DE21N,MIO_EUR	3 753.88	3 790.87	4 088.93	4 159.66	4 257.09	4 578.04	4 704.79	5 081.35	5 334.52	:
DE22,MIO_EUR	33 359.62	36 362.27	38 831.24	38 699.82	39 983.21	42 501.93	43 537	45 161.08	47 108.57	48 465.84
DE221,MIO_EUR	2 940.92	3 026.48	3 260.65	3 396.37	3 553.79	3 779.44	3 663.12	3 865.43	4 086.23	:
DE222,MIO_EUR	2 596.76	2 745.91	3 186.1	2 893.5	2 959.31	3 047.8	3 095.06	3 246.64	3 461.61	:
DE223,MIO_EUR	1 877.71	2 001.82	2 061.18	2 042.78	2 058.21	2 152.58	2 280.06	2 355.75	2 461.64	:
DE224,MIO_EUR	3 319.54	3 528.33	3 618.56	3 828.31	3 939.52	4 248.79	4 315.25	4 431.75	4 621.4	:
DE225,MIO_EUR	1 510.32	1 595.05	1 718.1	1 762.73	1 924.11	2 012.25	2 126.27	2 172.09	2 261.74	:
DE226,MIO_EUR	2 669.8	3 055.32	3 189.37	3 132.05	3 259.52	3 436.61	3 557.9	3 718.1	3 813.16	:
DE227,MIO_EUR	4 092.46	4 472.28	4 592.58	4 410.46	4 612.73	4 821.74	4 835.56	5 238.11	5 317.18	:
DE228,MIO_EUR	4 110.46	4 386.29	4 701.05	4 809.84	4 824.35	5 023.48	5 134.63	5 347.09	5 621.64	:
DE229,MIO_EUR	1 691.48	1 817.97	1 926.32	1 997.03	2 047.28	2 124.23	2 247.3	2 321.81	2 409.62	:
DE22A,MIO_EUR	2 835.74	3 056.36	3 295.91	3 268.58	3 321.36	3 475.67	3 591.41	3 620.25	3 739.05	:
DE22B,MIO_EUR	1 813.27	1 975.03	2 019.21	2 122.17	2 290.74	2 360.45	2 535.11	2 619.4	2 690.2	:
DE22C,MIO_EUR	3 901.15	4 701.44	5 262.21	5 035.99	5 192.3	6 018.9	6 155.32	6 224.67	6 625.11	:
DE23,MIO_EUR	31 928.77	34 346.85	36 624.27	37 437.36	38 477.03	40 736.37	41 953.95	43 454.51	45 864.05	47 273.39
DE231,MIO_EUR	1 768.11	1 760.9	1 874.65	1 984.4	2 013.34	2 094.26	2 134.67	2 229.37	2 368.98	:
DE232,MIO_EUR	8 981.21	10 261.37	10 824.46	10 792.58	10 934.32	11 636.44	11 930.25	12 174.43	13 396.72	:
DE233,MIO_EUR	1 958.07	1 987.35	2 076.56	2 060.22	2 096.35	2 156.52	2 210.55	2 298.08	2 361.05	:
DE234,MIO_EUR	1 974.17	2 076.86	2 289.94	2 329.24	2 408.1	2 588.44	2 509.96	2 666.45	2 756.16	:
DE235,MIO_EUR	3 372.03	3 413.92	3 744.87	3 717.25	3 675.52	4 021.4	4 182.23	4 338.72	4 527.36	:
DE236,MIO_EUR	3 462.4	3 736.54	3 915.61	3 896.67	4 162.59	4 468.16	4 678.22	4 853.5	5 066.14	:
DE237,MIO_EUR	1 975.22	2 080.46	2 229.12	2 341.49	2 450.35	2 642.23	2 760.07	2 786.61	2 889.08	:
DE238,MIO_EUR	3 110.3	3 403.56	3 705.34	3 857.25	4 040.97	4 261.11	4 395.55	4 609.75	4 689.54	:
DE239,MIO_EUR	3 524.22	3 751.84	3 989.84	4 318.04	4 563.82	4 718.96	4 835.92	5 049.57	5 295.97	:
DE23A,MIO_EUR	1 803.04	1 874.04	1 973.88	2 140.25	2 131.66	2 148.85	2 316.52	2 448.04	2 513.06	:
DE24,MIO_EUR	29 096.8	30 458.91	32 348.23	32 942.39	33 439.72	34 599.46	36 397.35	37 784.41	39 494.54	40 594.82
DE241,MIO_EUR	3 387.65	3 698.33	3 831.27	3 790.65	3 947	3 977.59	4 175.61	4 442.27	4 765.81	:
DE242,MIO_EUR	3 299.45	3 395.59	3 595.66	3 777.45	3 930.66	4 081.24	4 278.35	4 508.65	4 795.98	:
DE243,MIO_EUR	2 803.02	2 675.81	2 912.1	3 132.23	3 116.63	3 184.09	3 437.2	3 674.12	3 794.62	:
DE244,MIO_EUR	1 597.98	1 695.6	1 782.07	1 811.81	1 765.37	1 776.63	1 821.39	1 851.32	1 889.21	:
DE245,MIO_EUR	2 595.65	2 827.98	3 065.66	3 153.18	3 214.36	3 368.59	3 550.69	3 625.17	3 683.95	:
DE246,MIO_EUR	1 725.21	1 763.06	1 923.21	1 904.89	1 924.25	2 016.59	2 072.1	2 134.71	2 203.31	:
DE247,MIO_EUR	1 810.33	1 915.76	1 953.78	2 042.66	2 038.67	2 148.87	2 236.94	2 255.19	2 312.21	:
DE248,MIO_EUR	2 036.07	2 103.48	2 297.86	2 369.28	2 443.51	2 630.58	2 953.88	3 002.76	3 420.76	:
DE249,MIO_EUR	2 346.49	2 518.92	2 668.24	2 710.42	2 782.71	2 854.66	3 041.44	3 209.71	3 299.7	:
DE24A,MIO_EUR	1 757.48	1 833.99	1 933.01	1 886.68	1 875.29	1 996.87	2 025.3	2 111.07	2 134.88	:
DE24B,MIO_EUR	1 951.42	1 977.71	2 059.24	2 188.23	2 188.35	2 241.65	2 308.95	2 404.28	2 458.52	:
DE24C,MIO_EUR	1 910.98	2 061.38	2 206.75	2 083.54	2 080.78	2 125.31	2 230.16	2 243.58	2 310.64	:
DE24D,MIO_EUR	1 875.07	1 991.31	2 119.37	2 091.36	2 132.16	2 196.79	2 265.36	2 321.59	2 424.95	:
DE25,MIO_EUR	55 397.9	57 805.45	61 230.51	63 265.56	64 638.8	67 245.8	70 062.89	73 415.66	76 377.28	78 647.47
DE251,MIO_EUR	1 671.86	1 887.53	1 977.26	2 008.53	2 082.57	2 097.88	2 214.02	2 314.15	2 461.83	:
DE252,MIO_EUR	7 504.67	7 562.12	8 170.67	8 659.35	8 508.41	8 902.61	9 695.55	9 998.88	10 254.57	:
DE253,MIO_EUR	3 338.21	3 253.59	3 416.89	3 514.78	3 600.73	3 833.46	4 048.88	4 193.83	4 492.69	:
DE254,MIO_EUR	21 849.88	22 606.97	23 830.91	24 613.58	25 244.42	26 170.52	27 077.06	28 712.58	30 207.08	:
DE255,MIO_EUR	1 114.38	1 188.79	1 177.23	1 229.71	1 258.7	1 305.76	1 362.8	1 386.29	1 480.35	:
DE256,MIO_EUR	4 104.1	4 434.49	4 666.87	4 749.51	4 913.67	5 063.94	5 072.33	5 332.14	5 494.99	:
DE257,MIO_EUR	3 112.85	3 460.57	3 629.37	3 804.41	3 953.82	4 190.05	4 441.36	4 736.81	4 673.75	:
DE258,MIO_EUR	2 025.95	2 135.52	2 263.71	2 323.03	2 340.83	2 468.48	2 522.76	2 559.66	2 629.2	:
DE259,MIO_EUR	3 940.12	4 154.92	4 449.79	4 555.28	4 664.28	4 872.24	5 067.18	5 200.43	5 310.21	:
DE25A,MIO_EUR	2 027.03	2 095.78	2 259.16	2 321.82	2 394.17	2 515.53	2 584.49	2 699.36	2 882.28	:
DE25B,MIO_EUR	2 575.13	2 763.67	2 941.04	3 055.19	3 145.28	3 160.5	3 265.63	3 488.57	3 584.66	:
DE25C,MIO_EUR	2 133.73	2 261.5	2 447.6	2 430.36	2 531.92	2 664.83	2 710.83	2 792.95	2 905.67	:
DE26,MIO_EUR	38 439.1	40 858.82	43 944.46	44 573.96	45 427.41	46 938.38	47 928.27	50 312.35	52 106.01	53 689.63
DE261,MIO_EUR	3 938.92	4 185.95	4 667.67	4 756.3	4 650.05	4 601.36	4 798.95	5 253.07	4 793.21	:
DE262,MIO_EUR	3 540.07	4 222.66	4 645.72	4 713.45	4 701.9	4 867.55	4 853.14	5 138.73	5 500.03	:
DE263,MIO_EUR	5 856.84	6 095.77	6 404.41	6 687.92	6 990.56	7 234.35	7 387.69	7 496.45	7 832.82	:
DE264,MIO_EUR	4 661.58	4 616.29	5 078.17	4 908.32	5 013.05	5 081.14	5 072.03	5 329.08	5 678.4	:
DE265,MIO_EUR	2 367.81	2 461.11	2 610.68	2 687.3	2 822.42	2 950.2	3 176.18	3 285.41	3 359.16	:
DE266,MIO_EUR	2 162.72	2 209.27	2 350.25	2 500.72	2 507.29	2 696.88	2 769.83	2 915.98	3 057.13	:
DE267,MIO_EUR	1 903.77	1 989.82	2 118.4	2 185.99	2 286.83	2 338.13	2 402.61	2 533.84	2 613.88	:
DE268,MIO_EUR	2 230.5	2 386.21	2 643.13	2 509.25	2 582.28	2 627.82	2 795.49	2 992.11	3 298.64	:
DE269,MIO_EUR	3 084.42	3 362.08	3 640.17	3 691.94	3 741.83	3 938.93	3 978.78	4 251.98	4 404.62	:
DE26A,MIO_EUR	3 263.78	3 778.9	3 917.51	3 924.05	3 913.99	4 105.54	4 072.58	4 326.12	4 500.25	:
DE26B,MIO_EUR	2 172.2	2 167.77	2 324.93	2 322.22	2 476.24	2 559.2	2 400.34	2 362.47	2 481.05	:
DE26C,MIO_EUR	3 256.49	3 382.98	3 543.42	3 686.5	3 740.97	3 937.27	4 220.65	4 427.11	4 586.81	:
DE27,MIO_EUR	52 193.39	55 145.51	58 758.24	60 681.92	62 133.1	65 069.86	67 412.51	70 373.61	72 644.1	74 779.63
DE271,MIO_EUR	10 666.74	11 089.6	11 749.05	12 197.77	12 138.89	12 563.19	13 612.89	13 764.07	13 915.72	:
DE272,MIO_EUR	1 213.5	1 244.86	1 259.35	1 349.2	1 349.88	1 437.5	1 476.49	1 579.32	1 624.41	:
DE273,MIO_EUR	2 600.63	2 930.96	3 141.33	3 240.13	3 441.54	3 505.08	3 552.46	3 779.91	3 877.78	:
DE274,MIO_EUR	1 910.14	1 967.37	2 087.15	2 229.11	2 240.39	2 415.66	2 432.39	2 517.01	2 592.72	:
DE275,MIO_EUR	2 826.69	2 973.01	3 187.45	2 996.97	3 056.81	3 195.93	3 288.37	3 421.98	3 536.34	:
DE276,MIO_EUR	5 045.28	5 531.29	5 941.08	6 246.24	6 320.7	6 626.33	6 734.69	7 067.72	7 350.29	:
DE277,MIO_EUR	2 269.05	2 372.65	2 595.27	2 543.72	2 738.28	2 920.1	3 010.51	3 105.72	3 250.27	:
DE278,MIO_EUR	4 260.85	4 503.28	4 563.53	4 692.04	4 693.44	4 943.93	4 989.49	5 182.99	5 387.67	:
DE279,MIO_EUR	4 457.54	4 718.31	5 092.53	5 192.2	5 403.43	5 611.28	5 791.28	6 298.78	6 483.92	:
DE27A,MIO_EUR	2 016.28	2 145.1	2 356.47	2 422.71	2 598.31	2 722.41	2 821.58	2 943.23	2 997.92	:
DE27B,MIO_EUR	3 371.41	3 645.52	3 873.45	4 107.42	4 211.96	4 320.99	4 450.57	4 659.73	4 811.2	:
DE27C,MIO_EUR	3 365.21	3 558.05	3 896.18	4 075.92	4 231.08	4 653.95	4 714.04	5 071.43	5 245.54	:
DE27D,MIO_EUR	4 764.55	4 815.05	5 137.97	5 480.76	5 632.92	5 854.21	6 127.41	6 323.64	6 618.35	:
DE27E,MIO_EUR	3 425.51	3 650.48	3 877.45	3 907.73	4 075.46	4 299.29	4 410.35	4 658.08	4 951.96	:
DE3,MIO_EUR	98 714.82	102 587.27	107 636.14	109 334.66	112 125.09	117 617.46	124 685.78	132 846.29	138 907.71	145 698.09
DE30,MIO_EUR	98 714.82	102 587.27	107 636.14	109 334.66	112 125.09	117 617.46	124 685.78	132 846.29	138 907.71	145 698.09
DE300,MIO_EUR	98 714.82	102 587.27	107 636.14	109 334.66	112 125.09	117 617.46	124 685.78	132 846.29	138 907.71	:
DE4,MIO_EUR	53 242.89	55 724.79	57 504.36	58 696.39	60 348.16	63 776.48	65 599.4	67 852.3	70 526.61	72 872.45
DE40,MIO_EUR	53 242.89	55 724.79	57 504.36	58 696.39	60 348.16	63 776.48	65 599.4	67 852.3	70 526.61	72 872.45
DE401,MIO_EUR	1 757.07	1 847.23	1 903.17	1 937.03	1 938.55	2 006.2	2 107.07	2 166.98	2 156.83	:
DE402,MIO_EUR	2 745.4	2 813.87	2 855.82	2 885.38	2 943.09	3 091.56	3 228.24	3 340.74	3 514.09	:
DE403,MIO_EUR	1 945.09	2 002.19	2 060.47	1 910.56	1 864.66	1 907.19	2 015.44	2 004.11	2 055.8	:
DE404,MIO_EUR	5 320.37	5 516.69	5 678.15	5 768.31	5 829.75	6 178.06	6 475.38	6 697.88	7 111.58	:
DE405,MIO_EUR	2 801.07	2 910.98	3 044.58	3 186.01	3 265.12	3 522.09	3 671.01	3 798.85	3 936.2	:
DE406,MIO_EUR	4 657.03	4 844.6	4 884.73	4 897.26	5 046.48	5 257.85	5 097.73	5 385.23	5 466.8	:
DE407,MIO_EUR	2 001.61	2 046.06	2 190.27	2 215.47	2 293.45	2 374.09	2 400.09	2 435.35	2 561.24	:
DE408,MIO_EUR	2 353.68	2 351.15	2 502	2 662.86	2 753.36	2 944.46	2 996.6	3 138.03	3 253.03	:
DE409,MIO_EUR	3 242.27	3 230.63	3 221.94	3 286.19	3 407.62	3 578.97	3 707.3	3 821.23	4 005.41	:
DE40A,MIO_EUR	3 950.54	4 202.57	4 535.66	4 527.45	4 730.58	5 122.33	5 151.07	5 388.58	5 491.42	:
DE40B,MIO_EUR	2 234.39	2 312.1	2 434.42	2 427.57	2 497.58	2 664.08	2 830.19	2 888.69	3 016.77	:
DE40C,MIO_EUR	3 448.8	3 552.75	3 644.71	3 760.92	3 873.14	4 093.15	4 217.61	4 425.19	4 642.7	:
DE40D,MIO_EUR	1 985.19	2 027.34	2 097.21	2 185.95	2 241.68	2 412.31	2 454.49	2 490.62	2 583.55	:
DE40E,MIO_EUR	3 643.96	3 701.2	3 922.58	4 082.6	4 392.44	4 665.8	4 875.6	5 109.45	5 255.88	:
DE40F,MIO_EUR	1 523.67	1 608.98	1 723.04	1 767.46	1 812.8	1 934.84	1 965.15	1 935.39	2 054.58	:
DE40G,MIO_EUR	3 670.22	4 044.84	3 901.2	3 883.94	3 743.66	3 736.58	3 581.74	3 657.23	3 688.52	:
DE40H,MIO_EUR	3 374.36	3 758.72	4 112.7	4 382.41	4 629.61	5 136.08	5 379.16	5 670.9	6 074.72	:
DE40I,MIO_EUR	2 588.15	2 952.9	2 791.68	2 929.02	3 084.6	3 150.81	3 445.54	3 497.85	3 657.49	:
DE5,MIO_EUR	24 973.09	26 465.33	27 452.65	28 611.63	28 920.86	29 869.22	30 799	31 370.74	32 562.64	33 707.61
DE50,MIO_EUR	24 973.09	26 465.33	27 452.65	28 611.63	28 920.86	29 869.22	30 799	31 370.74	32 562.64	33 707.61
DE501,MIO_EUR	21 890.63	23 315.1	24 496.99	25 525.55	25 345.73	26 231.7	27 035.57	27 463.74	28 471.28	:
DE502,MIO_EUR	3 083.75	3 151.97	2 957.4	3 087.21	3 575.98	3 637.86	3 764.35	3 908.58	4 092.36	:
DE6,MIO_EUR	91 328.13	94 029.05	95 698.68	97 608.64	101 877.01	104 656.86	109 850.8	110 945.72	115 490.77	119 045.59
DE60,MIO_EUR	91 328.13	94 029.05	95 698.68	97 608.64	101 877.01	104 656.86	109 850.8	110 945.72	115 490.77	119 045.59
DE600,MIO_EUR	91 328.13	94 029.05	95 698.68	97 608.64	101 877.01	104 656.86	109 850.8	110 945.72	115 490.77	:
DE7,MIO_EUR	218 883.69	226 368.09	235 703.03	237 614.29	243 406.07	253 483.6	260 893.51	271 489.29	278 736.12	289 043.61
DE71,MIO_EUR	157 779.79	162 703.05	169 534.39	170 980.54	175 170.51	182 456.89	187 582.45	194 919.38	200 531	207 712.89
DE711,MIO_EUR	8 448.51	8 705.52	9 327.06	9 519.86	9 947.15	10 161.44	10 292.96	11 646.01	12 217.07	:
DE712,MIO_EUR	57 148.12	57 647.86	59 395.62	60 591.03	62 755.21	65 507.47	66 382.45	67 616.46	68 895.4	:
DE713,MIO_EUR	3 994.68	4 237.57	4 208.71	4 343.96	4 355.14	4 493.13	4 608.66	4 566.71	4 625.96	:
DE714,MIO_EUR	14 118.95	14 409.99	14 765.14	15 092.83	15 510.12	16 289.55	16 432.76	17 226.51	17 915.36	:
DE715,MIO_EUR	6 501.21	6 980.12	7 116.92	7 384.31	7 459.33	7 489.84	7 643.41	7 845.75	8 043.77	:
DE716,MIO_EUR	5 897.43	6 412.77	6 834.33	6 883.15	6 951.8	7 384.61	7 815.94	7 859.84	8 247.26	:
DE717,MIO_EUR	8 521.17	9 015.52	10 110.38	9 298.75	9 440.7	10 525.92	10 566.05	11 808.95	12 121.12	:
DE718,MIO_EUR	9 270.77	9 570.73	9 111.95	9 205.25	9 297.73	9 702.91	10 068.16	10 259.14	10 854.45	:
DE719,MIO_EUR	10 782.89	11 450.2	12 293.1	12 351.71	12 300.26	12 637.44	12 965.95	13 695.12	14 097.12	:
DE71A,MIO_EUR	9 999.31	10 035.26	11 003.59	10 799.4	10 841.79	11 269.9	11 790.93	12 198.46	12 251.56	:
DE71B,MIO_EUR	1 935.41	2 116.01	2 267.84	2 258.16	2 271.87	2 396.2	2 440.55	2 567.5	2 556.57	:
DE71C,MIO_EUR	10 937.76	11 413.23	11 803.3	11 786.04	12 368.54	12 406.14	14 068.14	14 626.01	15 138.02	:
DE71D,MIO_EUR	3 552.97	3 703.08	3 902.38	3 965.35	4 031.91	4 163.31	4 332.46	4 445.18	4 638.05	:
DE71E,MIO_EUR	6 670.62	7 005.19	7 394.09	7 500.74	7 638.97	8 029.02	8 174.02	8 557.72	8 929.28	:
DE72,MIO_EUR	27 316.24	28 260.66	29 536.56	29 619.81	30 114.92	31 502.82	32 355.25	33 575.64	34 523.48	35 924.61
DE721,MIO_EUR	7 284.93	7 546.31	7 799.73	7 842.96	7 861.03	8 342.27	8 623.91	9 035.85	9 249.53	:
DE722,MIO_EUR	6 856.8	7 087.66	7 574.18	7 491.73	7 487.9	7 772.05	8 052.87	8 239.7	8 369.53	:
DE723,MIO_EUR	3 909	4 050.67	4 189.64	4 225.08	4 340.94	4 518.4	4 733.66	4 912.32	5 143.79	:
DE724,MIO_EUR	7 055.09	7 279.01	7 559.46	7 599.95	7 894.5	8 220.05	8 262.3	8 621.09	8 894.88	:
DE725,MIO_EUR	2 210.43	2 297	2 413.55	2 460.09	2 530.55	2 650.05	2 682.5	2 766.68	2 865.76	:
DE73,MIO_EUR	33 787.65	35 404.37	36 632.07	37 013.94	38 120.65	39 523.88	40 955.81	42 994.26	43 681.63	45 406.1
DE731,MIO_EUR	8 159.5	8 269.75	8 426.35	8 501.83	8 671.83	9 312.86	9 488.92	9 873.34	10 310.63	:
DE732,MIO_EUR	6 404.37	6 811	6 902.81	6 994.75	7 239.95	7 436.08	7 758.78	7 968.95	8 317.29	:
DE733,MIO_EUR	3 649.55	3 823.33	3 938.92	3 958.72	4 100.32	4 215.07	4 372.9	4 042.63	4 199.12	:
DE734,MIO_EUR	4 961.08	5 398.92	5 737.9	5 663.59	5 886.76	6 111.76	6 288.34	7 714.14	7 278.71	:
DE735,MIO_EUR	4 273.61	4 497.84	4 654.64	4 798.74	4 975.94	5 035.93	5 297.8	5 382.6	5 323.99	:
DE736,MIO_EUR	4 208.21	4 443.85	4 702.85	4 794.52	4 910.3	5 042.79	5 313.42	5 542.29	5 701.82	:
DE737,MIO_EUR	2 131.33	2 159.68	2 268.6	2 301.79	2 335.55	2 369.38	2 435.65	2 470.3	2 550.06	:
DE8,MIO_EUR	33 901.02	34 891.46	36 240	36 663.53	37 853.79	39 425.08	40 246.82	41 121.7	43 375.33	44 450.17
DE80,MIO_EUR	33 901.02	34 891.46	36 240	36 663.53	37 853.79	39 425.08	40 246.82	41 121.7	43 375.33	44 450.17
DE803,MIO_EUR	5 754.97	6 069.42	6 065.61	6 235.65	6 689.64	7 032.96	7 121.98	7 105.19	7 709.16	:
DE804,MIO_EUR	2 917.88	2 930.7	3 051.49	3 115.03	3 156.56	3 381.55	3 460.19	3 562.63	3 684.98	:
DE80J,MIO_EUR	5 769.96	5 816.96	5 938.33	6 089.58	6 160.19	6 329.77	6 466.34	6 601.7	6 984.24	:
DE80K,MIO_EUR	3 950.33	4 180.96	4 611.27	4 459.93	4 619.4	4 772.08	4 834.73	4 991.22	5 284.92	:
DE80L,MIO_EUR	4 466.2	4 522.55	4 685.1	4 634.66	4 706.88	4 847.88	5 015.25	5 118.33	5 352.14	:
DE80M,MIO_EUR	2 807.47	2 853.23	3 049.21	3 035.75	3 209.24	3 334.34	3 392.04	3 402.97	3 527.77	:
DE80N,MIO_EUR	4 456.22	4 620.37	4 708.44	4 801.5	4 966.98	5 190.74	5 347.22	5 525.81	5 787.42	:
DE80O,MIO_EUR	3 778.01	3 897.27	4 130.56	4 291.43	4 344.89	4 535.75	4 609.07	4 813.85	5 044.68	:
DE9,MIO_EUR	208 656.08	221 883	235 409.04	240 648.7	244 203.47	255 034.82	257 615.75	276 508.75	284 800.52	292 532.51
DE91,MIO_EUR	45 679.31	50 629.04	55 037.07	56 007.87	57 049.21	60 048.63	57 713.38	68 332.25	68 983.6	70 732.9
DE911,MIO_EUR	8 744.88	9 266.97	9 898.47	10 086.87	10 242.14	10 880.92	10 757.53	11 797.93	12 379.51	:
DE912,MIO_EUR	3 498.33	4 087.11	4 413.76	4 333.92	4 522.97	4 748.67	4 324.82	5 116.45	5 496.49	:
DE913,MIO_EUR	9 788.43	12 898.34	14 748.11	15 351.68	15 518.53	16 580.52	13 993.21	21 912.09	20 818.07	:
DE914,MIO_EUR	2 705.98	2 717.62	2 902.02	2 971.98	3 248.11	3 479.66	3 908.02	3 838.51	3 869.15	:
DE916,MIO_EUR	3 056.34	3 247.36	3 395.71	3 445.82	3 452.17	3 532.05	3 614.99	3 799.07	4 014.2	:
DE917,MIO_EUR	1 512.37	1 599.59	1 681.6	1 700.17	1 791.34	1 790.33	1 817.56	1 861.3	1 797.23	:
DE918,MIO_EUR	3 051.46	3 110.55	3 311.71	3 327.5	3 368.23	3 502.17	3 576.67	3 778.6	3 899.91	:
DE91A,MIO_EUR	2 421.8	2 410	2 621.47	2 653.59	2 659.16	2 777.97	2 769.02	2 817.5	2 800.66	:
DE91B,MIO_EUR	1 851.83	1 915.06	2 054.96	2 134.91	2 249.59	2 338.91	2 342.58	2 400.73	2 435.97	:
DE91C,MIO_EUR	9 047.88	9 376.45	10 009.28	10 001.42	9 996.97	10 417.44	10 608.98	11 010.05	11 472.41	:
DE92,MIO_EUR	62 408.59	65 191.71	68 977.07	70 039.37	70 137.46	72 780.66	74 157.99	78 107.82	80 442.71	82 753.09
DE922,MIO_EUR	4 837.8	5 183.41	5 625	5 673.78	5 782.43	6 050.93	6 091.58	6 441.32	6 692.9	:
DE923,MIO_EUR	4 210.35	4 435.08	4 597.83	4 578.67	4 504.16	4 672.48	4 742.52	4 874.87	5 001.84	:
DE925,MIO_EUR	6 078.29	6 336.88	6 707.03	6 890.27	6 806.6	7 152.71	7 314.61	7 515.64	7 736.92	:
DE926,MIO_EUR	1 671.53	1 870.91	1 850.87	1 888.35	1 996.79	1 950.81	2 012.46	2 178.85	2 240.99	:
DE927,MIO_EUR	2 677.57	2 837.22	2 997.53	3 156.37	3 332.3	3 501.54	3 588.3	3 551.83	3 727.96	:
DE928,MIO_EUR	2 935.75	3 086.56	3 195.32	3 343.36	3 379.79	3 537.51	3 680.02	3 787.44	3 952.97	:
DE929,MIO_EUR	39 997.29	41 441.65	44 003.49	44 508.56	44 335.38	45 914.68	46 728.5	49 757.86	51 089.13	:
DE93,MIO_EUR	35 486.71	36 932.42	38 735.44	40 235.06	41 200.5	43 462.9	44 564.43	45 477.1	47 118.8	48 437.61
DE931,MIO_EUR	4 106.47	4 258.03	4 415.51	4 656.27	4 714.13	4 898.05	5 053.98	5 083.13	5 221.15	:
DE932,MIO_EUR	3 352.92	3 495.39	3 589.64	3 957.7	4 042.38	4 376.13	4 340.68	4 266.94	4 465.2	:
DE933,MIO_EUR	4 328.92	4 484.46	4 780.66	5 124.16	5 105.82	5 413.81	5 730.89	5 835.3	6 084.61	:
DE934,MIO_EUR	880.16	921.67	999.28	1 009.13	1 072.22	1 143	1 144.57	1 221.69	1 235.22	:
DE935,MIO_EUR	3 609.31	3 798.51	4 104.84	4 029.65	4 259.48	4 514.64	4 720.69	4 824.78	5 019.48	:
DE936,MIO_EUR	1 802.92	1 899.5	1 967.85	1 989.18	1 972.5	2 088.83	2 116.52	2 221.78	2 278.79	:
DE937,MIO_EUR	3 840.75	4 123.92	4 354.99	4 573.83	4 806.18	5 028.49	5 040.94	5 211.28	5 428.25	:
DE938,MIO_EUR	3 605.29	3 702.71	3 848.4	3 932.17	3 891.56	4 093.8	4 238.99	4 321.29	4 483.47	:
DE939,MIO_EUR	4 788.17	4 922.24	5 095.79	5 169.87	5 383.71	5 605.31	5 899.3	5 991.94	6 175.1	:
DE93A,MIO_EUR	1 970.02	1 999.78	2 133.3	2 204.67	2 223.69	2 389.35	2 357.29	2 460.42	2 534.31	:
DE93B,MIO_EUR	3 201.78	3 326.2	3 445.18	3 588.41	3 728.84	3 911.5	3 920.58	4 038.54	4 193.21	:
DE94,MIO_EUR	65 081.46	69 129.84	72 659.46	74 366.41	75 816.29	78 742.64	81 179.95	84 591.59	88 255.41	90 608.92
DE941,MIO_EUR	1 425.19	1 431.66	1 485.12	1 528.1	1 522.01	1 589.92	1 687.12	1 707.59	1 761.44	:
DE942,MIO_EUR	2 116.83	2 613.78	2 807.99	2 767.64	2 805.54	2 945.92	2 742.93	3 499.42	3 436.58	:
