"countrycode","country","SH.MED.BEDS.ZS","SH.MED.PHYS.ZS","SH.MED.NUMW.P3","SH.UHC.SRVS.CV.XD","SH.XPD.CHEX.GD.ZS","SH.XPD.CHEX.PC.CD","SH.XPD.CHEX.PP.CD","SH.XPD.OOPC.CH.ZS","SH.XPD.OOPC.PC.CD","SH.XPD.OOPC.PP.CD","SH.STA.DIAB.ZS","SP.DYN.LE00.FE.IN","SP.DYN.LE00.IN","SP.DYN.LE00.MA.IN","SP.DYN.AMRT.FE","SP.DYN.AMRT.MA","SH.DYN.NCOM.ZS","SH.DYN.NCOM.FE.ZS","SH.DYN.NCOM.MA.ZS","SH.DTH.COMM.ZS","SH.DTH.INJR.ZS","SH.DTH.NCOM.ZS","SH.H2O.BASW.ZS","SH.H2O.BASW.UR.ZS","SH.H2O.BASW.RU.ZS","SH.STA.BASS.ZS","SH.STA.BASS.UR.ZS","SH.STA.BASS.RU.ZS","SP.POP.80UP.FE.5Y","SP.POP.80UP.MA.5Y","SP.POP.65UP.FE.ZS","SP.POP.65UP.MA.ZS","SP.POP.65UP.TO.ZS","SP.POP.0014.FE.ZS","SP.POP.0014.MA.ZS","SP.POP.0014.TO.ZS","SP.POP.1564.FE.ZS","SP.POP.1564.MA.ZS","SP.POP.1564.TO.ZS","EN.POP.DNST","SP.RUR.TOTL.ZS","SP.URB.TOTL.IN.ZS","NY.GDP.FCST.CD","NY.GDP.PCAP.CD","covid19_deaths_per_100k","in_high","in_medium","in_low"
"MEX","Mexico",1.5,2.3827,2.3961,76,5.51654137670994,494.677642822266,1035.58508300781,41.2832766771317,204.219146728516,427.523468017578,13.5,77.844,74.992,72.118,95.815,184.379,15.7,14.1,17.4,9.8,10.3,79.9,99.3182188903489,100,96.6136143712301,91.183055555117,93.3860325759211,82.4439140306015,1.79332928415911,1.33473992351666,7.99464973804142,6.81305902709489,7.41666060424488,25.0591633209628,27.3609577607423,26.1851181506761,66.9461869409958,65.8259832121628,66.3982212450791,64.9146264050001,19.556,80.444,1184405319825.99,9863.0726988757,50.4908743117969,FALSE,TRUE,FALSE
"MKD","Macedonia",4.4,2.8736,3.7917,72,6.06211498379707,328.419799804688,926.917602539063,31.9056153297424,104.784355163574,295.73876953125,9.3,77.736,75.688,73.684,63.418,119.81,20.3,15.4,25.3,1.9,2.8,95.3,93.1414628465258,90.5832641225217,96.6378922185963,99.1247422137253,100,97.928488863328,3.04201207699541,1.99874317018531,15.6247928978738,12.5479586109632,14.0854223673228,15.8506002479943,16.9361175471671,16.3936031378587,68.5246068541319,70.5159238418697,69.5209744948185,82.5915146708961,41.792,58.208,11081711169.9959,6093.14769049676,28.7982628887825,FALSE,TRUE,FALSE
"MLI","Mali",0.1,0.1286,0.3585,38,3.79398502409458,31.3781051635742,84.162956237793,35.1130127906799,11.0177974700928,29.5521507263184,2.4,59.649,58.893,58.137,244.756,263.613,24.6,26.2,22.6,60.6,8.9,30.5,78.2608295772641,92.1915790324763,68.3489846170684,39.3354203409472,53.2609033811682,29.4273242322002,0.286829776900889,0.22975179025687,2.79911745938192,2.19207871330058,2.49512781824385,46.5809193593388,48.0261387610205,47.3046969963574,50.6199631812793,49.781782525679,50.2001751853988,15.635015858186,56.864,43.136,15982752689.6622,890.737285506382,0.640959412466081,FALSE,FALSE,TRUE
"MNG","Mongolia",7,2.8592,3.8938,62,4.00230102241039,148.784454345703,518.130615234375,32.1524679660797,47.8378753662109,166.591796875,4.7,73.961,69.689,65.631,123.173,288.357,30.2,21.9,38.8,9.7,10.6,79.7,83.3131150071165,96.0110682089891,55.8746691224287,58.4793927670345,66.3287772321547,41.5180047818791,0.819454585704554,0.445553646319465,4.8430377548412,3.51706865450849,4.18933345157011,30.0043908088995,31.6148111994727,30.798281143271,65.1525714362593,64.8681201460188,65.0123854051589,2.04060866654651,31.457,68.543,12346343287.0005,4295.23502487944,0,FALSE,TRUE,FALSE
"MOZ","Mozambique",0.7,0.0838,0.6847,46,4.94119822978973,21.0711555480957,61.7770576477051,7.39533454179764,1.55828249454498,4.56862020492554,3.3,62.966,60.163,57.114,268.188,389.521,18.4,17.4,19.6,65.3,7.8,26.9,55.693975618687,84.3464086404241,39.9550006443765,29.3602946452755,52.290577081543,16.764535634357,0.467036512739408,0.220000866684466,3.48800450084096,2.23279076941711,2.87844616926622,43.0217054950413,45.7940406423475,44.3680004858059,53.4902900041177,51.9731685882354,52.7535533449279,37.508535313716,63.472,36.528,13559827029.7267,491.804723063735,0.0757425170674236,FALSE,FALSE,TRUE
"MRT","Mauritania",0.4,0.1865,0.9252,41,4.40315157175064,48.8171310424805,170.149353027344,49.545481801033,24.1866836547852,84.3013153076172,7.1,66.292,64.704,63.082,176.149,218.359,18.1,18,18.3,53.4,9.4,37.2,70.6961876450991,89.2586946477098,49.9113389029252,48.4354897706697,74.7985765365668,18.9161597184893,0.512189115981285,0.314326298076055,3.64238160839983,2.67412844989729,3.15624381310632,39.4085688742177,40.3654213781498,39.8889143238963,56.9490495173824,56.9604501719529,56.9548418629974,4.27216357815077,45.493,54.507,6823014374.17554,1677.91925268633,3.51327177079503,FALSE,FALSE,TRUE
"MUS","Mauritius",3.4,2.5331,3.5152,63,5.71872070431709,599.699768066406,1278.01147460938,48.8656491041183,293.047180175781,624.508605957031,22,77.72,74.4163414634146,71.27,93.506,188.405,22.6,17.5,27.8,6.5,4.8,88.7,99.8663313545971,99.9223152188138,99.827682338233,95.5048377122011,95.9685365673161,95.1847186048453,2.67154608922684,1.49432748883122,13.4621339071634,10.4987312012836,11.99872722633,16.7187128033496,17.8148590604669,17.2597088372708,69.819153289487,71.6864097382495,70.7415639363991,623.30197044335,59.234,40.766,12404470943.0984,11203.5405848607,0.790069771061482,FALSE,TRUE,FALSE
"MWI","Malawi",1.3,0.0358,0.4386,46,9.64823141694069,32.2593841552734,114.819000244141,10.5903871357441,3.41639399528503,12.1597766876221,4.5,66.937,63.798,60.651,212.388,325.106,16.4,14.5,18.8,59.7,8.6,31.7,68.8318767609239,85.8402365468463,65.4186030554726,26.2261482497524,34.0570982505523,24.6546167713265,0.414212104850007,0.203292703824533,3.12752588534449,2.14288560455111,2.64202417908193,42.5447274630271,44.4186120441864,43.4686884737873,54.3277466516284,53.4385023512625,53.8892873471308,192.440761561307,82.826,17.174,7117693351.4516,411.552340423602,0.939408324134737,FALSE,FALSE,TRUE
"MYS","Malaysia",1.9,1.5358,3.4676,73,3.85939814150333,384.066070556641,1138.96411132813,37.9471957683563,145.742309570313,432.204925537109,16.7,78.167,75.997,74.075,84.296,160.383,17.2,14,20.1,17.5,8.9,73.6,96.6959389054281,99.0907305703443,89.3371585374287,99.572036160354,99.8625101061693,98.6794489433183,1.17596708879103,1.06333956112233,7.30403419931891,6.55841955910566,6.92077130929584,23.6620901193917,23.7260554665349,23.6949791543146,69.0338756812894,69.7155249743594,69.3842495363896,95.9628214883579,23.393,76.607,25688623443.76,11414.8376618668,0.397498862042136,FALSE,TRUE,FALSE
"NAM","Namibia",2.7,0.4182,1.954,62,8.55095684528351,447.280639648438,895.359558105469,7.73419514298439,34.593563079834,69.2488632202148,4.5,66.18,63.373,60.357,248.938,349.317,21.3,18.7,24.7,49.3,9.8,40.9,82.5410988714744,96.40820705881,69.2151314271619,34.503736926834,51.45174116175,18.2171002590084,0.787532026302403,0.380026835155708,4.41469064186388,2.74969351340352,3.60805442307769,35.8084006527377,38.0729975795418,36.9059101313674,59.7769087053985,59.1773089070547,59.4860354455549,2.97374558175127,48.958,51.042,11441726537.1944,4957.4580058497,3.00657839352503,FALSE,FALSE,TRUE
"NER","Niger",0.3,0.0433,0.2695,37,7.73996263742447,29.2616500854492,78.8516464233398,47.8285133838654,13.9954128265381,37.7135734558105,2.4,63.212,62.024,60.9,222.743,251.729,20,19.8,20.1,62.7,10.4,27,50.2730650635092,84.2924302402704,43.6237341613096,13.5666596878817,43.8179423240535,7.65382691723356,0.266818830695212,0.197550702503513,2.68032153130777,2.51396969950218,2.59671142648349,49.2087706223853,50.4691509067297,49.8421691483938,48.110907846307,47.0168793937681,47.5611194251227,17.7176505881424,83.483,16.517,12242736212.0594,554.600968697425,0.296001216607899,FALSE,FALSE,TRUE
"NGA","Nigeria",0.5,0.3806,1.1792,42,3.75553853809834,73.9249801635742,221.095001220703,77.2248029708862,57.0884246826172,170.740188598633,3.1,55.244,54.332,53.45,324.961,364.321,22.5,23.9,20.9,62.7,8.3,29,71.376630701811,87.4669844059213,55.5929059329648,39.1717540974593,47.8448345823687,30.6639538471209,0.236107049035733,0.195961237048431,2.92897847065696,2.56211822243397,2.74308333819201,43.2993668455031,44.0653994052982,43.687530197944,53.7716546838399,53.3724823722678,53.569386463864,215.064988965381,48.843,51.157,443724590975.385,2229.85869624463,0.504071386579815,FALSE,FALSE,TRUE
"NIC","Nicaragua",0.9,0.9775,1.5334,73,8.64546522498131,192.083389282227,506.154968261719,32.5990498065948,62.6173629760742,165.001724243164,11.4,77.77,74.275,70.741,102.575,200.678,14.2,13.7,14.8,10.9,12.7,76.4,81.5247635350893,97.5597644902386,59.1074466319594,74.4347308149472,83.672794884026,61.5196951135334,1.35884144660717,0.891169950005952,6.17188815608526,4.72336502598897,5.45799237399973,28.6567722612824,31.0877549299687,29.8548529967602,65.1713395826323,64.1888800440424,64.6871546292401,53.7270483629716,41.24,58.76,11290030403.0288,1912.90374537869,2.09304038101279,FALSE,TRUE,FALSE
"NLD","Netherlands",4.7,3.6054,11.1839,86,10.1008348166943,4911.4404296875,5513.10009765625,11.0869333148003,544.528137207031,611.233703613281,5.4,83.4,81.8121951219512,80.3,51.048,65.56,11.2,9.7,12.7,5.2,5.2,89.6,99.9999992834541,100,100,97.7136100615755,97.5,99.8939352967043,5.80147158892826,3.77894580458693,20.9817475246694,18.2180981780622,19.6053197232518,15.3979451633411,16.3728246055267,15.883496235918,63.6203073119895,65.4090772164111,64.5111840408302,511.475927574948,8.124,91.876,810964127019.607,52447.8314391911,35.856769082984,TRUE,FALSE,FALSE
"NOR","Norway",3.9,2.9164,18.2248,87,10.4463420808315,7936.375,6518.873046875,14.1772866249084,1125.16259765625,924.199279785156,5.3,84.5,82.7585365853659,81.1,38.861,62.494,9.2,7.7,10.7,7.3,5.6,87,100.000004601753,100,100,98.0543915037278,98,98.3,5.21098988860828,3.22083383023927,18.7232607087704,15.8513360512247,17.272665921403,17.1198705357193,17.7002310060468,17.4129745408736,64.1568687555103,66.4484329427285,65.3143595377233,14.5482916341657,17.384,82.616,358000568181.818,75419.6348688089,4.93652082987403,TRUE,FALSE,FALSE
"NPL","Nepal",0.3,0.7486,3.1084,48,5.55329509079456,47.9153633117676,150.073425292969,57.7985525131226,27.6943855285645,86.7402572631836,7.2,71.9,70.478,68.989,129.611,167.316,21.8,19.2,24.8,25,8.8,66.2,88.8122495223807,89.1460139188234,88.7322408890742,62.0535954492586,67.2568860976459,60.8063112565564,0.771390797520229,0.742288256882661,5.7924674596617,5.77085699626572,5.78256761664542,26.9648000014394,32.6496232491985,29.5703755954043,67.2427325388989,61.5795197545358,64.6470567879502,195.939107080572,79.847,20.153,25876856847.6677,1071.05076056552,0.79696008663096,FALSE,TRUE,FALSE
"NZL","New Zealand",2.8,3.5898,12.4482,87,9.1700553894043,3937.22192382813,3767.51342773438,13.5770738124847,534.5595703125,511.518096923828,6.2,83.6,81.8585365853659,80.2,52.507,80.56,10.1,8.6,11.6,4.6,6,89.5,100,100,100,100,100,100,4.3443398166043,3.24235420613297,16.8039393067149,15.156250398739,15.9939561741085,18.7257699740943,20.4363629558491,19.5666040777636,64.4702907191908,64.4073866454119,64.4394397481279,18.3851733697923,13.385,86.615,187808323810.314,42084.3533748088,0.447427293064877,TRUE,FALSE,FALSE
"OMN","Oman",1.6,2.0031,4.1965,69,3.849071636796,587.646301269531,1590.84326171875,6.69259130954742,39.3287620544434,106.468635559082,10.1,80.134,77.633,75.89,63.183,101.388,17.8,15.5,19.4,10.5,17.7,71.9,91.9380784188944,94.7,77.9,99.9999986835267,100,100,0.637487104742615,0.302425247712858,3.73879650574016,1.78029915529185,2.44858980507684,32.0582605362534,17.4242368885122,22.4183947452314,64.2029429580064,80.795463956196,75.1330154496917,15.6041453957997,14.557,85.443,5947307759.11986,15474.0324753635,13.7688829677109,FALSE,TRUE,FALSE
"PAK","Pakistan",0.6,0.9801,0.6683,45,2.89863366633654,44.5929641723633,160.558456420898,60.2368772029877,26.8614082336426,96.7153854370117,19.9,68.109,67.114,66.194,137.509,172.896,24.7,22.6,26.6,34.9,7.3,57.8,91.4654507329944,94.2240857954714,89.8837429816603,59.869495032297,76.6190503620918,50.2658682761188,0.639648479491606,0.665019369061048,4.3710796815487,4.27650286999051,4.32240770888347,34.7579660581731,35.333945022997,35.0543779129029,60.8709542602782,60.3895521070125,60.6232143782136,275.289318700706,63.093,36.907,262182960256.327,1284.70204090039,2.90812954639394,FALSE,TRUE,FALSE
"PAN","Panama",2.3,1.5687,3.0741,79,7.31949135661125,1112.30322265625,1794.80969238281,33.2700669765472,370.064025878906,597.134399414063,7.7,81.593,78.329,75.235,76.653,148.159,13,10.8,15.4,15.6,9.7,74.6,96.3824189477176,98.0888926666667,92.8599251579958,83.3154589674842,92.2656658544471,64.8404904836634,2.21923900215377,1.73266605029829,8.91681438637438,7.71272468367229,8.31383660521204,26.2389823425028,27.3177535724128,26.7791201051045,64.8442032711228,64.9695217439149,64.9070432896834,56.1860774818402,31.941,68.059,64541900000,15731.0160348471,47.1453846387526,FALSE,TRUE,FALSE
"PER","Peru",1.6,1.3048,2.4398,77,4.99515049159527,332.570922851563,681.234558105469,28.1882584095001,93.7459487915039,192.02815246582,6.6,79.28,76.516,73.834,84.815,146.37,12.6,11.2,14.1,20.3,10.5,69.2,91.1278709709881,95.5853829744821,75.5785830415348,74.3429565941762,79.5653947644612,56.1253555993388,1.95542524453129,1.51939768548166,8.85801505798021,7.92298678227554,8.39347886047604,24.9572231055918,25.5555883764678,25.2544958386154,66.184761836428,66.5214248412567,66.3520253009086,24.99160625,21.901,78.099,204344307186.758,6977.69578355382,89.0298268067812,FALSE,TRUE,FALSE
"PHL","Philippines",1,0.6004,4.9351,61,4.44640778005123,132.900985717773,371.742340087891,53.045779466629,70.4983596801758,197.193634033203,7.1,75.387,71.095,67.123,130.91,235.071,26.8,21,32.8,25.2,7.5,67.3,93.568376039874,97.6901543030415,89.95959769632,76.5335020674233,78.4869869855009,74.8231494922219,1.09441446230568,0.54031521277901,6.20389754379834,4.43452538320518,5.31499621959123,29.8426633184977,31.1030959676171,30.4758810660138,63.953439137704,64.4623786491777,64.209122714395,357.688305329175,52.851,47.149,376795508679.676,3485.08421836621,3.29551567999054,FALSE,TRUE,FALSE
"PNG","Papua New Guinea",4.0241999626,0.0699,0.4548,40,2.46927607804537,61.4578399658203,103.899589538574,8.99854451417923,5.5303111076355,9.34945011138916,17.9,65.576,64.263,63.039,187.7,251.144,30,26.6,33.6,36.1,8,55.9,41.3270494165713,85.7653619025993,34.626886930782,12.9492669676698,47.8434982237545,7.6881078257621,0.374036220690914,0.296561771834935,3.82034157428072,3.21137604349632,3.50942541848557,35.0341285647381,35.9192198412013,35.4859653634657,61.1455298609811,60.8694041153024,61.0046092180487,19.0043633794109,86.75,13.25,21721822033.3668,2845.18018574842,0.0569728566497978,FALSE,FALSE,TRUE
"POL","Poland",6.5,2.3788,6.8926,75,6.5419539809227,906.820129394531,1958.16760253906,23.0497926473618,209.020156860352,451.353546142578,6.1,81.7,77.6024390243903,73.7,61.842,160.653,18.7,12.4,25.3,5,4.7,90.3,99.7246825407346,99.8491935483871,99.5370967741935,98.7966102160572,98.5045373958181,99.236641221374,6.11709329822066,2.9501475964295,21.2553115567019,14.7788744110399,18.1168972529604,14.3595569510313,16.0637495446076,15.1853864814628,64.3851314922668,69.1573760443525,66.6977162655768,124.023482151605,39.963,60.037,520411262176.382,15595.2270334259,5.36990536483306,FALSE,TRUE,FALSE
"PRT","Portugal",3.4,5.124,6.9746,82,8.96957442164421,1908.03393554688,2917.35571289063,27.5320798158646,525.321472167969,803.208679199219,9.8,84.5,81.3243902439024,78.3,42.442,103.994,11.1,7,15.5,10.2,4.2,85.6,99.9076602092441,100,99.7387760878075,99.6089231422543,99.5070311546485,99.7952917093142,7.93234405243971,5.03515432299138,24.6142873258838,19.8435949993735,22.3566907196201,12.2494760185724,14.3681587801865,13.2520850635726,63.1362366555438,65.7882462204399,64.3912242168073,112.2619412173,34.236,65.764,205537455571.427,23145.0408172828,17.7420003491922,TRUE,FALSE,FALSE
"PRY","Paraguay",1.3,1.3544,1.6604,69,6.65456876158714,381.113067626953,866.626953125,44.1762536764145,168.361480712891,382.843292236328,9.6,76.25,74.131,72.159,120.525,163.978,17.5,16.3,18.7,13.7,12,74.4,99.6101977284878,99.8942986332809,99.1601970295222,89.7836914311379,94.1918033466467,82.8013421481431,1.44271340520725,1.04462915343904,7.02088573918853,6.23381686330318,6.6208246955556,29.0099663630555,29.3432522882592,29.1793358805196,63.9691478977559,64.4229308484376,64.1998394239248,17.5083589227284,38.121,61.879,35373833372.5996,5414.79913793258,4.62763441574554,FALSE,TRUE,FALSE
"ROU","Romania",6.3,2.9807,7.3891,74,5.15788830816746,555.104736328125,1367.79187011719,20.4880461096764,113.730110168457,280.233856201172,6.9,79.2,75.3585365853659,71.7,73.319,171.82,21.4,13.9,29.3,4.2,3.6,92.2,100,100,100,84.3099243448145,95.2872172044576,71.4566909689373,6.1271606213022,3.4341276709873,21.9271624511337,15.4770501259942,18.79006578875,14.7412532797467,16.4533635468955,15.5739581339248,63.3315842691196,68.0695863271102,65.6359760773252,84.633801286509,45.916,54.084,226144316760.66,12919.5296441908,18.7068518016439,FALSE,TRUE,FALSE
"RUS","Russia",8.2,4.0139,8.5429,74,5.34457787871361,585.873229980469,1404.21667480469,40.4930830001831,237.238128662109,568.610595703125,6.1,77.81,72.6573170731707,67.75,120.336,321.526,25.4,16.1,36.5,4.8,7.8,87.4,97.089911200025,98.6369952518657,92.6190761100745,90.4822246231903,94.758361363996,78.1248655461968,5.44480519314592,2.0803843738157,18.8521888269887,10.7440312507119,15.0941252324225,16.4768992499232,20.0973078981476,18.1549245389062,64.6709119230881,69.1586608511405,66.7509502286713,8.82206795315588,25.413,74.587,1523786233330.19,11584.9953826104,11.8969172570305,FALSE,TRUE,FALSE
"RWA","Rwanda",1.6,0.134,1.2044,57,6.57159835100174,49.2044563293457,134.371490478516,6.24799951910973,3.074294090271,8.39553070068359,5.1,70.784,68.7,66.518,161.59,216.342,18.2,17,19.6,42.4,13.5,44,57.7132785349129,82.2415062370245,52.6448502403644,66.5738423996839,51.9287636016591,69.6000484859692,0.425301813528797,0.264466203014267,3.4940534371451,2.54624251098035,3.02825306190331,38.9889379166503,40.5701274523105,39.7660321772083,57.5170086462046,56.8836300367091,57.2057147608884,498.659870287799,82.687,17.313,9245364766.17484,801.656186978807,0.126713101738741,FALSE,FALSE,TRUE
"SEN","Senegal",0.3,0.0691,0.3127,45,4.13406379520893,55.0140380859375,143.091934204102,52.3998200893402,28.8272590637207,74.9799270629883,2.4,69.627,67.665,65.501,144.704,216.045,18.1,17.2,19.2,45.7,12.2,42.1,80.6778538672375,92.3211490280946,70.4599101843671,51.4739895210374,64.9920491422413,39.6107867074984,0.44352472937195,0.311422747791368,3.51180231592388,2.6642897511374,3.09847644542059,41.2572011091352,44.50250823231,42.8398690652712,55.2309965749409,52.8332020165526,54.0616544893082,82.3474783150678,52.347,47.653,21365589540.7323,1446.83096499408,1.74272003251768,FALSE,FALSE,TRUE
"SLE","Sierra Leone",0.4,0.0251,0.2239,39,13.4209275245667,66.4021835327148,205.361297607422,50.4125535488129,33.4750366210938,103.527870178223,2.4,55.106,54.309,53.468,353.346,392.263,30.5,32.6,28.2,57.9,8.9,33.2,60.8069869359389,75.7558252788124,50.1427132217313,15.6526615756648,25.6532713761274,8.5183773936342,0.422339819819728,0.269370374645684,3.36985488869708,2.52381135608655,2.94773662314425,40.5669989989417,40.8823989636641,40.7243113110288,56.0631461123612,56.5937896802493,56.3279520658269,105.987170961485,57.516,42.484,3760570314.97263,504.46254336648,0.895918005584129,FALSE,FALSE,TRUE
"SLV","El Salvador",1.3,1.5662,1.8344,76,7.22756013274193,282.491027832031,582.735778808594,29.1964501142502,82.4773559570313,170.138168334961,8.8,77.635,73.096,68.229,103.299,268.447,14,13.1,15.1,10.8,15.4,73.8,97.3883749714943,99.4719521474883,92.2184128467767,87.4335666680769,90.9976772453255,78.5899750240238,2.10795473262906,1.69259097432553,9.28144943278768,7.5488373339137,8.46958256947762,24.710417506633,29.2946605970259,26.8584452626328,66.0081330605793,63.1565020690604,64.6719721678895,309.881467181467,27.254,72.746,24494770000,4187.2500311069,11.2186263907649,FALSE,TRUE,FALSE
"SRB","Serbia",5.7,3.1131,6.0855,65,8.43395814299583,528.545166015625,1382.16259765625,41.7523622512817,220.680068969727,577.085571289063,9,78.4,75.890243902439,73.5,74.794,141.791,19.1,13.7,24.6,2.4,3,94.6,85.5221162874491,83.2737145413699,88.3769914858368,97.5671990309622,99.5242154154509,95.0823061293008,4.88615763353047,3.09935394155223,20.9370776332444,16.4533615795808,18.7405034178861,14.7136710956328,16.4023079765554,15.5409425306094,64.3492512711228,67.1443304438638,65.7185540515046,79.8376857992225,43.74,56.26,42677037252.3981,7402.35455862041,10.2664156458447,FALSE,TRUE,FALSE
"SVK","Slovakia",5.8,3.4156,6.0671,77,6.74253478646278,1186.13635253906,2184.20288085938,18.7131851911545,221.963882446289,408.73388671875,6.5,80.8,77.2658536585366,73.9,64.214,144.821,17.2,11.2,23.6,4.8,6,89.2,99.7877341102388,99.6050940626174,100,97.938130390532,98.8979085203976,96.822667701147,4.41235651217872,2.07155018627803,19.0481410634319,13.1400825066544,16.1723638921146,14.7735100066095,16.3230897044359,15.5277438408155,66.1783489299586,70.5368277889097,68.2998922670699,113.285586522463,46.271,53.729,94359737352.3842,19329.0968007902,0.605052407622707,TRUE,TRUE,FALSE
"SVN","Slovenia",4.6,3.0861,9.9745,79,8.18701758980751,1920.28186035156,2960.59326171875,12.3281687498093,236.735565185547,364.986938476563,5.9,84.4,81.3780487804878,78.5,45.488,90.934,12.7,8.9,16.4,5,6.6,88.4,99.5350255053679,99.6512311015119,99.3971084337349,99.1095679283407,99.1323210412148,99.0825688073395,7.20968993361878,3.60109946611719,22.9444332691552,17.4031878331935,20.1862840087865,14.5996532467408,15.6160721534304,15.1056404769625,62.455913484104,66.9807400133761,64.7080755142511,102.96366052404,45.178,54.822,46886211257.3089,25739.2478143246,6.13042674475298,TRUE,FALSE,FALSE
"SWE","Sweden",2.6,3.984,11.8164,86,11.0187463462353,5904.583984375,5699.60693359375,15.0326043367386,887.612731933594,856.799377441406,4.8,84.3,82.5585365853659,80.9,38.431,62.062,9.1,7.6,10.7,5.2,4.9,89.9,100.000002463404,100,100,99.2955203776241,99.2439892697845,99.6448658737563,6.2627200399777,4.14466181828746,21.6596411666494,18.7419524486345,20.1985696235664,17.1692150984455,18.0803594080464,17.6254902290956,61.1711437349051,63.1776881433191,62.175940147338,24.9814981218237,12.292,87.708,471889113137.168,51610.0660552202,56.7208853124894,TRUE,FALSE,FALSE
"SWZ","Swaziland",2.1,0.3285,4.1415,63,6.93037807941437,224.736770629883,600.116760253906,10.4967460036278,23.5900497436523,62.9927291870117,4.5,63.968,59.401,55.284,309.883,479.936,26.7,24.4,29.8,53.7,9.6,36.7,69.0086551447465,96.7809181526376,60.417891456661,58.3519832910244,50.8958246940867,60.6583909073844,0.941328417696974,0.276301995415697,5.02628373449413,2.96078466212975,4.01478926602388,36.8361798125202,38.8686721512465,37.831430238736,58.1375364529857,58.1705431866238,58.1537804952401,66.0576162790698,76.019,23.981,4141051624.98094,3837.02699384472,7.92593173246932,FALSE,FALSE,TRUE
"SYR","Syria",1.5,1.2874,1.5406,60,3.56564745306969,69.8921890258789,159.720306396484,53.6898612976074,37.5250205993652,85.7536163330078,13.5,77.763,71.779,66.578,73.258,237.292,21.8,18.7,24.9,5.1,49.8,45.1,97.2165062080837,98.9977453925,95.1671235081429,91.2228713963244,91.4396323750845,90.9734797347331,0.923753655357908,0.683460848320484,5.10902249546772,4.27665978923497,4.69185510249333,30.5099404832224,31.6034624848765,31.058032054228,64.3810370213099,64.1198777258886,64.2501128432786,92.0671077710614,45.179,54.821,44003584301.1614,2032.62348932701,0.656116662229092,FALSE,TRUE,FALSE
"TCD","Chad",0.4,0.0434,0.2322,28,4.48730140924454,29.730863571167,87.2985458374023,58.0231606960297,17.2507877349854,50.6533737182617,6,55.4,53.977,52.577,335.378,377.607,23.9,23.7,24.2,63.4,9.3,27.3,38.7005994293504,69.8489994300312,29.4709961518924,8.34248327844754,30.1194043954243,1.8897487915599,0.353152124372054,0.260158818730732,2.71089707952058,2.27169776052374,2.4916416230991,46.5422295012997,47.1005167751562,46.8209447417789,50.7468734191797,50.6277854643201,50.687413635122,12.2917336404066,76.721,23.279,11013051982.2976,709.540310138533,0.482853193315104,FALSE,FALSE,TRUE
"TGO","Togo",0.7,0.0774,0.4102,43,6.19951225817204,38.048713684082,103.730323791504,58.4201276302338,22.2281055450439,60.5993843078613,2.4,61.612,60.76,59.892,244.396,277.736,23.6,23.1,24.1,51.7,10.7,37.6,65.1288401878568,89.0562303197372,48.3896730025896,16.1321037019284,28.6143671214125,7.39973911566721,0.299627275486968,0.231853289247549,3.11636986660554,2.65591648705208,2.88734759103955,40.6681121979815,41.3320894204563,40.9983536998943,56.215517935413,56.0119940924916,56.1142987090661,145.046773303916,57.752,42.248,3657245895.70771,675.542213340634,0.346433210275308,FALSE,FALSE,TRUE
"TJK","Tajikistan",4.8,2.1026,4.7534,68,7.22881481051445,57.8998527526855,231.423583984375,63.152414560318,36.5651512145996,146.14958190918,6.1,73.177,70.879,68.727,96.277,164.528,25.3,22,28.6,23.2,7.6,69.2,81.1962748015603,96.236912097115,75.6383783554589,97.0230622220689,94.9433995813045,97.7915502437574,0.57717058145345,0.428697349675486,3.33254741978815,2.84336603622897,3.0859612115329,36.335638439392,37.7948651253003,37.0710795752138,60.3318141408198,59.3617688384707,59.8429592132533,65.5727141724908,72.691,27.309,6665331759.76921,870.787589323223,0.729534048748752,FALSE,TRUE,FALSE
"TLS","Timor-Leste",5.9,0.7224,1.668,52,3.88229340314865,83.1977081298828,263.843902587891,8.34491550922394,6.94277858734131,22.0175514221191,6.7,71.376,69.26,67.279,117.478,168.862,19.9,18,21.7,45.6,9,45.4,78.3438657438145,98.323865,69.6943025746401,53.5190078259669,75.9258344419151,43.8188441898055,0.688072318730232,0.464723407706421,4.63717904420329,3.94288048942092,4.2865351139377,37.038646806741,37.539766215205,37.2920821672251,58.3241741490558,58.517353295374,58.4213827188372,85.270477471419,69.053,30.947,1589082183.30597,1294.18893388776,0,FALSE,TRUE,TRUE
"TUN","Tunisia",2.3,1.3025,2.5136,70,7.23245739936829,250.562225341797,863.290771484375,39.1201615333557,98.0203475952148,337.720703125,8.5,78.536,76.505,74.493,67.321,106.668,16.1,12.2,20.2,7.8,6.4,85.8,96.2547036371253,99.6996622222222,88.7137628076653,90.9213974244787,95.2935041267284,81.3509491513473,2.02606829772581,1.4118537835591,9.38369177143782,7.79007516410888,8.5934685561919,23.2765861685294,25.1914459863608,24.226097266638,67.3397220600328,67.0184788495304,67.18043417717,74.4413233779609,30.746,69.254,36735804148.2489,3317.54101348345,0.658416846099509,FALSE,TRUE,FALSE
