Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year,GID
"Congo, Dem. Rep.",COD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,24.8064033747291,2017.0,COD
"Congo, Dem. Rep.",COD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,28245843846.8747,2017.0,COD
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,911496.68019225,2018.0,COD
"Congo, Rep.",COG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-19.5055042091161,2017.0,COG
"Congo, Rep.",COG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3500681832.28129,2017.0,COG
"Congo, Rep.",COG,GDP per capita (current LCU),NY.GDP.PCAP.CN,1192656.38171881,2018.0,COG
Costa Rica,CRI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.01063187182795,2017.0,CRI
Costa Rica,CRI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,51117088611.7192,2017.0,CRI
Costa Rica,CRI,GDP per capita (current LCU),NY.GDP.PCAP.CN,6939459.36171664,2018.0,CRI
Cote d'Ivoire,CIV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-8.08586367399867,2016.0,CIV
Cote d'Ivoire,CIV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,33406005292.4225,2016.0,CIV
Cote d'Ivoire,CIV,GDP per capita (current LCU),NY.GDP.PCAP.CN,953351.297720405,2018.0,CIV
Croatia,HRV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.65095706633498,2017.0,HRV
Croatia,HRV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,44450761959.3438,2017.0,HRV
Croatia,HRV,GDP per capita (current LCU),NY.GDP.PCAP.CN,93617.96351543009,2018.0,HRV
Cuba,CUB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.60799287315066,2015.0,CUB
Cuba,CUB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,74991655808.1385,2015.0,CUB
Cuba,CUB,GDP per capita (current LCU),NY.GDP.PCAP.CN,8821.81889125004,2018.0,CUB
Curacao,CUW,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,CUW
Curacao,CUW,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0,CUW
Curacao,CUW,GDP per capita (current LCU),NY.GDP.PCAP.CN,35026.5274588389,2018.0,CUW
Cyprus,CYP,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.58577901154051,2017.0,CYP
Cyprus,CYP,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,18460263311.0658,2017.0,CYP
Cyprus,CYP,GDP per capita (current LCU),NY.GDP.PCAP.CN,24294.4367566673,2018.0,CYP
Czech Republic,CZE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.1590025626971,2017.0,CZE
Czech Republic,CZE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,158942932886.18802,2017.0,CZE
Czech Republic,CZE,GDP per capita (current LCU),NY.GDP.PCAP.CN,501495.47864869103,2018.0,CZE
